id,title,original_title,budget,revenue,runtime,genres,release_date,year,release_month,vote_average,vote_count,popularity,budget_ksh,revenue_ksh,primary_genre,month,release_season,weight,simulated_local_interest,simulated_expected_revenue_ksh
9920,Ultraviolet,Ultraviolet,30000000,31070211,87,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2006-03-03,2006,Mar,4.8,458,15.89534,3900000000,4039127430,NA,3,Easter/Spring,1,31.66327386870995,1566089528
8978,Assault on Precinct 13,Assault on Precinct 13,30000000,35294470,109,"[{""id"": 53, ""name"": ""Thriller""}]",2005-01-19,2005,Jan,6,311,18.706504,3900000000,4588281100,NA,1,Other,1,35.21622670220518,1896140602
11702,The Replacement Killers,The Replacement Killers,30000000,19204929,87,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1998-02-06,1998,Feb,6,127,9.607391,3900000000,2496640770,NA,2,Other,1,28.45400367325282,905491400
18550,Fled,Fled,25000000,17193231,98,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",1996-07-19,1996,Jul,5.2,47,2.77255,3250000000,2235120030,NA,7,MidYear/Holidays,1,21.701786991889776,676497767
43347,Love & Other Drugs,Love & Other Drugs,30000000,102820008,112,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2010-11-22,2010,Nov,6.6,1233,20.236951,3900000000,13366601040,NA,11,Other,1,42.14483447674534,6113562323
3489,88 Minutes,88 Minutes,30000000,16930884,108,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2007-02-14,2007,Feb,5.7,313,16.883429,3900000000,2201014920,NA,2,Other,1,34.97097104409197,905857943
9701,North Country,North Country,35000000,25224242,126,"[{""id"": 18, ""name"": ""Drama""}]",2005-02-12,2005,Feb,6.8,125,12.779201,4550000000,3279151460,NA,2,Other,1,35.89925180180243,1370432006
2122,The Whole Ten Yards,The Whole Ten Yards,40000000,26155781,98,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2004-04-07,2004,Apr,5.5,278,14.729386,5200000000,3400251530,NA,4,Easter/Spring,1,34.43684003226465,1386763384
10658,Howard the Duck,Howard the Duck,37000000,37962774,110,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1986-08-01,1986,Aug,5.1,221,11.374306,4810000000,4935160620,NA,8,MidYear/Holidays,1,31.155563696263492,1894604683
13150,Pride and Glory,Pride and Glory,30000000,31148328,130,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2008-09-09,2008,Sep,6.3,240,10.703602,3900000000,4049282640,NA,9,Other,1,31.986194781260608,1579792105
9042,The Cave,The Cave,30000000,15007991,97,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2005-08-25,2005,Aug,5.1,202,10.756266,3900000000,1951038830,NA,8,MidYear/Holidays,1,26.954168839444577,683375973
17813,Alex & Emma,Alex & Emma,30000000,15368897,96,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003-06-16,2003,Jun,5,68,4.352422,3900000000,1997956610,NA,6,MidYear/Holidays,1,23.291260469330222,634931471
11208,Wicker Park,Wicker Park,30000000,13001257,114,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2004-09-03,2004,Sep,6.7,157,9.301562,3900000000,1690163410,NA,9,Other,1,26.605223409858617,586998812
58151,Fright Night,Fright Night,17000000,24922237,106,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2011-08-18,2011,Aug,6,603,18.27083,2210000000,3239890810,NA,8,MidYear/Holidays,1,37.268807809514854,1383620001
11400,The New World,The New World,30000000,30536013,135,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2005-12-25,2005,Dec,6.4,330,19.106154,3900000000,3969681690,NA,12,Christmas,1,34.79952116057733,1629054269
11058,Godsend,Godsend,25000000,30114487,102,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2004-04-30,2004,Apr,4.7,114,12.10235,3250000000,3914883310,NA,4,Easter/Spring,1,23.422672242658585,1248892554
14844,Chasing Liberty,Chasing Liberty,23000000,12,111,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-01-09,2004,Jan,6.1,152,3.362045,2990000000,1560,NA,1,Other,1,18.67925464265987,424
57089,Hoodwinked Too! Hood VS. Evil,Hoodwinked Too! Hood VS. Evil,30000000,13521829,86,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2011-04-29,2011,Apr,4.8,131,10.694417,3900000000,1757837770,NA,4,Easter/Spring,1,28.84318774016258,643069443
1947,An Unfinished Life,An Unfinished Life,30000000,18618284,108,"[{""id"": 18, ""name"": ""Drama""}]",2005-09-09,2005,Sep,6.7,161,6.353971,3900000000,2420376920,NA,9,Other,1,27.25485347936219,853888336
8054,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus,30000000,64352607,123,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",2009-10-01,2009,Oct,6.3,869,37.181019,3900000000,8365838910,NA,10,Other,1,50.498059135059506,4203649619
46829,Barney's Version,Barney's Version,30000000,8454301,134,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2010-10-26,2010,Oct,7.2,129,4.952735,3900000000,1099059130,NA,10,Other,1,24.536805453979074,361799783
146238,Runner Runner,Runner Runner,30000000,62616646,91,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2013-09-24,2013,Sep,5.5,543,22.975918,3900000000,8140163980,NA,9,Other,1,36.94026622259471,3458694545
9989,Antitrust,Antitrust,30000000,18195610,108,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2001-01-12,2001,Jan,5.8,153,8.359599,3900000000,2365429300,NA,1,Other,1,24.26404058846512,772848772
9665,Glory,Glory,18000000,26828365,122,"[{""id"": 10752, ""name"": ""War""}]",1989-12-15,1989,Dec,7.4,383,16.102270999999998,2340000000,3487687450,NA,12,Christmas,1,33.95791368492162,1410642359
13967,Miss Potter,Miss Potter,30000000,35078241,92,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2006-12-03,2006,Dec,6.3,141,8.386432,3900000000,4560171330,NA,12,Christmas,1,26.618026301667065,1584258513
9053,DOA: Dead or Alive,DOA: Dead or Alive,21000000,480314,87,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2006-09-07,2006,Sep,5,205,12.790408,2730000000,62440820,NA,9,Other,1,25.5032878677586,21091084
4512,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,160,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",2007-09-02,2007,Sep,7,776,35.53352,3900000000,1912533090,NA,9,Other,1,51.2223722123918,967814522
76349,1911,辛亥革命,30000000,108348,125,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2011-07-03,2011,Jul,5,41,4.065212,3900000000,14085240,NA,7,MidYear/Holidays,1,17.0639668221834,3583893
45610,Machine Gun Preacher,Machine Gun Preacher,30000000,2527904,129,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2011-09-23,2011,Sep,6.4,286,13.268936,3900000000,328627520,NA,9,Other,1,28.020071485433043,118023047
223702,Sausage Party,Sausage Party,19000000,140752617,83,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2016-07-11,2016,Jul,5.6,2238,66.242737,2470000000,18297840210,NA,7,MidYear/Holidays,1,78.82482736551417,11196010313
254470,Pitch Perfect 2,Pitch Perfect 2,29000000,287506194,115,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2015-05-07,2015,May,6.8,1940,71.496894,3770000000,37375805220,NA,5,Other,1,92.08828794098892,24223487826
69,Walk the Line,Walk the Line,28000000,186438883,136,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2005-09-13,2005,Sep,7.3,718,35.580032,3640000000,24237054790,NA,9,Other,1,52.857685708960865,12455215337
4967,Keeping the Faith,Keeping the Faith,30000000,37036004,127,"[{""id"": 35, ""name"": ""Comedy""}]",2000-04-14,2000,Apr,5.9,159,8.085872,3900000000,4814680520,NA,4,Easter/Spring,1,24.129785658428936,1567213610
4912,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,30000000,33013805,113,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2002-12-30,2002,Dec,6.6,275,18.165957,3900000000,4291794650,NA,12,Christmas,1,38.05048370332044,1854673087
12771,Serving Sara,Serving Sara,29000000,16930185,100,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002-08-20,2002,Aug,5,85,8.93941,3770000000,2200924050,NA,8,MidYear/Holidays,1,21.547217330787184,662832051
323676,The Boss,The Boss,29000000,78636257,91,"[{""id"": 35, ""name"": ""Comedy""}]",2016-04-07,2016,Apr,5.5,431,20.55509,3770000000,10222713410,NA,4,Easter/Spring,1,39.92840468705088,4538906694
11249,Seed of Chucky,Seed of Chucky,12000000,24829644,87,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2004-11-11,2004,Nov,4.9,287,12.653831,1560000000,3227853720,NA,11,Other,1,28.56990070895082,1173725045
9667,The Jacket,The Jacket,29000000,21126225,103,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",2005-03-04,2005,Mar,6.8,455,24.240361,3770000000,2746409250,NA,3,Easter/Spring,1,47.348439617509456,1335801509
812,Aladdin,Aladdin,28000000,504050219,90,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",1992-11-25,1992,Nov,7.4,3416,92.982009,3640000000,65526528470,NA,11,Other,1,111.46357826473603,45235101396
277216,Straight Outta Compton,Straight Outta Compton,28000000,201634991,147,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2015-08-13,2015,Aug,7.7,1355,61.76233,3640000000,26212548830,NA,8,MidYear/Holidays,1,83.39081760336637,16387079093
87,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,28000000,333000000,118,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1984-05-23,1984,May,7.1,2781,66.976776,3640000000,43290000000,NA,5,Other,1,87.11056547116435,27503470402
14444,The Rugrats Movie,The Rugrats Movie,30000000,100491683,79,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",1998-11-20,1998,Nov,5.7,147,7.981116,3900000000,13063918790,NA,11,Other,1,22.405927747018247,4042614046
2043,Along Came a Spider,Along Came a Spider,60000000,105178561,104,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2001-04-06,2001,Apr,6.1,400,21.252797,7800000000,13673212930,NA,4,Easter/Spring,1,42.613436923065905,6291339746
315664,Florence Foster Jenkins,Florence Foster Jenkins,29000000,48902953,110,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2016-05-06,2016,May,6.6,392,19.237254,3770000000,6357383890,NA,5,Other,1,40.64315894200587,2850564421
1428,Once Upon a Time in Mexico,Once Upon a Time in Mexico,29000000,98185582,102,"[{""id"": 28, ""name"": ""Action""}]",2003-09-11,2003,Sep,6.2,594,27.555646,3770000000,12764125660,NA,9,Other,1,43.37383498217753,5929167204
562,Die Hard,Die Hard,28000000,140767956,131,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1988-07-15,1988,Jul,7.5,3948,66.169628,3640000000,18299834280,NA,7,MidYear/Holidays,1,84.52940317766878,11498408775
15373,Role Models,Role Models,28000000,92380927,99,"[{""id"": 35, ""name"": ""Comedy""}]",2008-02-03,2008,Feb,6.4,564,24.917665,3640000000,12009520510,NA,2,Other,1,46.10186795389369,5761192165
318846,The Big Short,The Big Short,28000000,133346506,130,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2015-12-11,2015,Dec,7.3,2607,57.518472,3640000000,17335045780,NA,12,Christmas,1,79.6570405171932,10650084550
14292,Miracle,Miracle,28000000,64445708,135,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2004-02-06,2004,Feb,7,159,7.534003,3640000000,8377942040,NA,2,Other,1,22.5919472884773,2607369440
924,Dawn of the Dead,Dawn of the Dead,28000000,102356381,101,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",2004-03-19,2004,Mar,6.8,1016,44.529429,3640000000,13306329530,NA,3,Easter/Spring,1,66.2867379119047,7584985132
2018,The Wedding Planner,The Wedding Planner,35000000,94728529,103,"[{""id"": 35, ""name"": ""Comedy""}]",2001-01-26,2001,Jan,5.5,427,14.949395,4550000000,12314708770,NA,1,Other,1,33.60717482771397,4950084385
192577,Space Pirate Captain Harlock,キャプテンハーロック,30000000,17137302,115,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",2013-09-07,2013,Sep,6.5,356,14.726338,3900000000,2227849260,NA,9,Other,1,35.604199622255294,926599281
9428,The Royal Tenenbaums,The Royal Tenenbaums,21000000,71441250,110,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2001-10-05,2001,Oct,7.4,1286,24.13081,2730000000,9287362500,NA,10,Other,1,40.66867841100082,4165768879
2832,Identity,Identity,30000000,90259536,90,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2003-04-25,2003,Apr,7.1,1061,45.915165,3900000000,11733739680,NA,4,Easter/Spring,1,66.32697737278507,6690309538
137093,Last Vegas,Last Vegas,28000000,134402450,105,"[{""id"": 35, ""name"": ""Comedy""}]",2013-10-31,2013,Oct,6.4,799,28.043508,3640000000,17472318500,NA,10,Other,1,48.36619492711368,8591056745
699,For Your Eyes Only,For Your Eyes Only,28000000,195312802,127,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1981-06-23,1981,Jun,6.3,490,26.090746,3640000000,25390664260,NA,6,MidYear/Holidays,1,47.78873666605046,12408256917
9778,Serendipity,Serendipity,28000000,77516304,90,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-10-05,2001,Oct,6.6,521,14.530803,3640000000,10077119520,NA,10,Other,1,30.862484496743114,3846096826
8831,Timecop,Timecop,27000000,101646581,99,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",1994-09-15,1994,Sep,5.5,282,13.308127,3510000000,13214055530,NA,9,Other,1,24.74146986659956,4374213637
9398,Zoolander,Zoolander,28000000,60780981,89,"[{""id"": 35, ""name"": ""Comedy""}]",2001-09-28,2001,Sep,6.1,1337,38.0958,3640000000,7901527530,NA,9,Other,1,59.73488923771232,4301247079
112949,Safe Haven,Safe Haven,28000000,97594140,115,"[{""id"": 10749, ""name"": ""Romance""}]",2013-02-07,2013,Feb,6.9,823,37.729059,3640000000,12687238200,NA,2,Other,1,60.30627219906414,6936323974
10439,Hocus Pocus,Hocus Pocus,28000000,39514713,96,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1993-07-16,1993,Jul,6.4,471,18.650748,3640000000,5136912690,NA,7,MidYear/Holidays,1,33.88775768101621,2075135363
3638,No Reservations,No Reservations,28000000,92601050,104,"[{""id"": 35, ""name"": ""Comedy""}]",2007-07-25,2007,Jul,6.1,327,15.794946,3640000000,12038136500,NA,7,MidYear/Holidays,1,31.09179034905648,4615599368
23483,Kick-Ass,Kick-Ass,28000000,96188903,117,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2010-03-22,2010,Mar,7.1,4645,45.054936,3640000000,12504557390,NA,3,Easter/Spring,1,64.09944503255493,7024882451
62206,30 Minutes or Less,30 Minutes or Less,28000000,40547440,83,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2011-08-11,2011,Aug,5.6,531,25.039383,3640000000,5271167200,NA,8,MidYear/Holidays,1,42.94841282121334,2435633467
10577,Dracula 2000,Dracula 2000,28000000,33000337,99,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2000-12-22,2000,Dec,4.6,148,6.756771,3640000000,4290043810,NA,12,Christmas,1,25.311613379689216,1441848414
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,100654149,81,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2014-10-08,2014,Oct,6.1,493,22.14595,3640000000,13085039370,NA,10,Other,1,35.16892077169642,5403223485
4348,Pride & Prejudice,Pride & Prejudice,28000000,121147947,135,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2005-09-16,2005,Sep,7.7,1358,36.58383,3640000000,15749233110,NA,9,Other,1,56.78103380390063,8374687018
78,Blade Runner,Blade Runner,28000000,33139618,117,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1982-06-25,1982,Jun,7.9,3509,94.056131,3640000000,4308150340,NA,6,MidYear/Holidays,1,119.4198955968236,3036708658
11780,Rob Roy,Rob Roy,28000000,31596911,139,"[{""id"": 12, ""name"": ""Adventure""}]",1995-04-13,1995,Apr,6.5,148,10.703456,3640000000,4107598430,NA,4,Easter/Spring,1,25.75566898150718,1396515230
192102,3 Days to Kill,3 Days to Kill,28000000,52597999,113,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2014-02-14,2014,Feb,6,883,41.638961,3640000000,6837739870,NA,2,Other,1,59.690031890389385,3720893356
2001,We Own the Night,We Own the Night,21000000,54926886,117,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2007-05-25,2007,May,6.5,323,14.518708,2730000000,7140495180,NA,5,Other,1,34.779088277875815,2929259057
11516,Winged Migration,Le peuple migrateur,35866397,20217080,98,"[{""id"": 99, ""name"": ""Documentary""}]",2001-12-12,2001,Dec,7,49,3.75074,4662631610,2628220400,NA,12,Christmas,1,27.513612140854597,932892104
10025,Just My Luck,Just My Luck,28000000,38159905,103,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2006-05-12,2006,May,5.8,491,22.074306,3640000000,4960787650,NA,5,Other,1,40.512554253334315,2220401142
15198,"Mystery, Alaska","Mystery, Alaska",28000000,8888143,119,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1999-10-01,1999,Oct,6,69,4.436792,3640000000,1155458590,NA,10,Other,1,20.20992524250281,332598727
23172,The Spy Next Door,The Spy Next Door,28000000,45236543,94,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2010-01-15,2010,Jan,5.5,345,14.639324,3640000000,5880750590,NA,1,Other,1,32.150720446730944,2301505905
17834,A Simple Wish,A Simple Wish,28000000,8345056,86,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1997-07-11,1997,Jul,5.5,46,1.767479,3640000000,1084857280,NA,7,MidYear/Holidays,1,16.83436365503976,273255867
10016,Ghosts of Mars,Ghosts of Mars,28000000,14010832,98,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001-08-24,2001,Aug,4.8,296,13.145205,3640000000,1821408160,NA,8,MidYear/Holidays,1,24.57928475360751,600286125
10317,Our Brand Is Crisis,Our Brand Is Crisis,28000000,7002261,108,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2015-09-11,2015,Sep,5.8,195,12.921594,3640000000,910293930,NA,9,Other,1,28.422786001067102,329918011
58431,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,28000000,16374328,108,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2016-02-04,2016,Feb,5.5,640,28.397048,3640000000,2128662640,NA,2,Other,1,46.23223516599792,1022659731
9746,Kundun,Kundun,28000000,5684789,134,"[{""id"": 18, ""name"": ""Drama""}]",1997-12-25,1997,Dec,6.8,91,7.039189,3640000000,739022570,NA,12,Christmas,1,23.089763855320157,233464383
13092,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People,27000000,17286299,110,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2008-10-02,2008,Oct,6.2,244,16.785866,3510000000,2247218870,NA,10,Other,1,35.51512662215119,933288248
59859,Kick-Ass 2,Kick-Ass 2,28000000,60700000,103,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",2013-07-17,2013,Jul,6.3,2224,40.28635,3640000000,7891000000,NA,7,MidYear/Holidays,1,62.23983667437211,4375759675
13495,Alatriste,Alatriste,24000000,23321954,145,"[{""id"": 28, ""name"": ""Action""}]",2006-09-01,2006,Sep,5.6,61,6.009644,3120000000,3031854020,NA,9,Other,1,21.489383356134084,911361523
254473,Brick Mansions,Brick Mansions,28000000,68896829,90,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2014-04-22,2014,Apr,5.7,615,25.520976,3640000000,8956587770,NA,4,Easter/Spring,1,45.29234620425871,4257056209
700,Octopussy,Octopussy,27500000,187500000,131,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1983-06-05,1983,Jun,6.2,527,25.633663,3575000000,24375000000,NA,6,MidYear/Holidays,1,47.807912191395936,11914351647
4964,Knocked Up,Knocked Up,30000000,219076518,129,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2007-06-01,2007,Jun,6.2,1214,22.527211,3900000000,28479947340,NA,6,MidYear/Holidays,1,35.33754758199012,11793302278
10024,My Sister's Keeper,My Sister's Keeper,30000000,95714875,109,"[{""id"": 18, ""name"": ""Drama""}]",2009-06-26,2009,Jun,7.1,598,24.09152,3900000000,12442933750,NA,6,MidYear/Holidays,1,40.429698336899726,5563040320
13490,Welcome Home Roscoe Jenkins,Welcome Home Roscoe Jenkins,35000000,43650785,114,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2008-02-08,2008,Feb,5.7,57,6.248273,4550000000,5674602050,NA,2,Other,1,19.8936425978038,1615146970
15927,A Passage to India,A Passage to India,8000000,27187653,163,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}]",1984-12-14,1984,Dec,6.9,67,9.548391,1040000000,3534394890,NA,12,Christmas,1,32.55743941972515,1393827720
1259,Notes on a Scandal,Notes on a Scandal,15000000,49469904,92,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2006-12-25,2006,Dec,6.9,235,12.576381,1950000000,6431087520,NA,12,Christmas,1,27.960932248233767,2306529658
5125,Rendition,Rendition,27500000,24748670,120,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2007-09-07,2007,Sep,6.2,205,12.741073,3575000000,3217327100,NA,9,Other,1,31.383916742948024,1240691403
174,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,27000000,96900000,113,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1991-12-05,1991,Dec,6.7,413,16.188572,3510000000,12597000000,NA,12,Christmas,1,31.578409531000375,4876207163
9437,Kiss the Girls,Kiss the Girls,27000000,60527873,115,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1997-10-03,1997,Oct,6.2,345,18.913,3510000000,7868623490,NA,10,Other,1,39.73226886234433,3484123026
